id,name,price,city,state,zip_code,price_numeric
pNnmGXnh0BYwVy0WzYitNA,Baranov Museum,,Kodiak,AK,99615,
Srst74XlbkMgI2TOTSW75w,Guided Adventures,,Kodiak,AK,99615,
olc4-jkgidemo-GQInY75w,Bernies Bar,$$,Kodiak,AK,99615,2.0
JfiUYa7M-ietGenKq96UKQ,Marias Place,,Kodiak,AK,99615,
1qyr6waf85d-vjIInl3thQ,Kodiak Fisheries Research Center,,Kodiak,AK,99615,
9R43KufIphtDCBaB-PCIZg,Kodiak Laboratory Aquarium & Touch Tank,,Kodiak,AK,99615,
fRuHBVQtPm3IYvfgglO7tw,Asian Groceries & Gifts,,Kodiak,AK,99615,
sI98VB9dwFFfTTdEmfZtQA,Subway,$,Kodiak,AK,99615,1.0
2oIjson-Zzz7Tn7ZMI0nug,Sidecar Modern Tavern,$$,Los Gatos,CA,95030,2.0
gTb7nIqZcAe-b3WZ2wZRbQ,Telefèric Barcelona - Los Gatos,$$$,Los Gatos,CA,95030,3.0
RTpI8feWv5waOhYvXce1uA,The Lexington House,$$$,Los Gatos,CA,95030,3.0
9vlka9FnNUhOtyhM-SQ90g,Shepherd & Sims,$$$,Los Gatos,CA,95032,3.0
nBVvwHd8f9MKuteQzDzJuw,Dio Deka,$$$$,Los Gatos,CA,95030,4.0
HXK64q4GNY4Wp4n-XenIqw,Los Gatos Soda Works,$$,Los Gatos,CA,95030,2.0
0RClvA7MGds6ZyuIVv1-bQ,Forbes Mill Steakhouse,$$$$,Los Gatos,CA,95030,4.0
c5mRg-qUBkR0S4FwIyZo-w,ASA - Los Gatos,$$$,Los Gatos,CA,95032,3.0
cwCVi8ov4i3eJlVUJ6KI6Q,Loma Brewing Company,$$,Los Gatos,CA,95030,2.0
DgFC8cq7QTg36lkKhhSzAw,The Pastaria & Market,$$,Los Gatos,CA,95030,2.0
L2aRYcvsCErhuCb_lrK6Wg,Coup De Thai,$$,Los Gatos,CA,95030,2.0
UGan7EYnozLqvIa6QF2Pkw,Los Gatos Cafe,$$,Los Gatos,CA,95030,2.0
hhhXPjZKa2uRJOCAR_XOSg,Enoteca La Storia - Los Gatos,$$,Los Gatos,CA,95030,2.0
lOBJfbz-y2HyZHrvUvDnTg,Golden Triangle Cuisine,$$,Los Gatos,CA,95030,2.0
uYcvTFXCm4YMwzR7UqWE6w,Italian Brothers Restaurant,$$,Los Gatos,CA,95030,2.0
jw9hoVTHWsNYnFaFt9tnow,Campo Di Bocce of Los Gatos,$$,Los Gatos,CA,95032,2.0
gEm6xu9uzF3bewoO0FX2Tw,Centonove,$$,Los Gatos,CA,95030,2.0
6fRMk6BdH9FTL_haR1WJAw,Eleven College Ave,$$$,Los Gatos,CA,95030,3.0
erXhCaDV8lBovWVvo8DcvA,Oak & Rye,$$,Los Gatos,CA,95030,2.0
YpWbxwzX0mrZ2VAcWGsEcw,Taba Taba China Bistro,$$,Los Gatos,CA,95030,2.0
62e6YI3-f8xSXdjQGktobg,North,$$,Los Gatos,CA,95030,2.0
_OqMMP1ufN11fWUY1kPAdA,Tasting House,,Los Gatos,CA,95030,
2QQsaJKgC7nXoLziPWO2uw,Super Duper Burgers,$$,Los Gatos,CA,95032,2.0
hI7DzzrexcCwB8aF8ryG-g,Hanna - Asian Noodle Bar,$$,Los Gatos,CA,95032,2.0
LRLkFtnJvNjmcV_G-dgqmA,Naschmarkt - Campbell,$$$,Campbell,CA,95008,3.0
ffXhYBOyw778TAe5oFRYEw,PintxoPote,$$,Los Gatos,CA,95030,2.0
5pT3C0sYb8Q8BguWkfwx1Q,La Pesca Blue,$$,Los Gatos,CA,95032,2.0
7I72dLRHE5wSFi7OAEHq8A,Forthright Oyster Bar & Kitchen,$$,Campbell,CA,95008,2.0
YnD8Uv7cscfIDw7VTMjq8w,Main Street Burgers,$$,Los Gatos,CA,95030,2.0
xKIvht45p4ANXI9SQIu6Qg,Lele Cake,$$,Los Gatos,CA,95032,2.0
ufL5FI9cZRN34INXZONoaQ,Wild Rose Eatery and Bar,,Campbell,CA,95008,
Hgviw7kLV8HXOhmK8yRamA,Polenteria,$$$,Los Gatos,CA,95030,3.0
HYoVorD_bSN290pX6xgr9Q,Icing on the Cake,$$$,Los Gatos,CA,95030,3.0
uyP9XLvz_elhRU1bDysUwA,The Hero Ranch Kitchen,$$$,Saratoga,CA,95070,3.0
S8N3WyQkmUcyoapgI1UffA,The Happy Hound ,$,Los Gatos,CA,95032,1.0
E1CSfZpeAlvDpTh-9ZYSEw,Hercules Draft House And Cantina,$$,Los Gatos,CA,95030,2.0
XVo5TceYqOHls_lJmmeIlQ,Wine Cellar Restaurant,$$$,Los Gatos,CA,95030,3.0
wYLCyZjFlK-R3dwEOAH1GA,Rootstock Wine Bar,$$,Los Gatos,CA,95030,2.0
Tpur-hHBAdjwSlYGm85JOQ,Los Gatos Cafe Uptown,$$,Los Gatos,CA,95032,2.0
2CnigIFXTQqG24famRz1nw,Flights Restaurant By Alex Hult - Campbell,$$,Campbell,CA,95008,2.0
AkQpmOS0slEVdxW5qdmP2g,Namaste Indian Cuisine ,$$,Los Gatos,CA,95030,2.0
S5sQCXAWIaXODx6ONTup9g,The Bywater,$$,Los Gatos,CA,95030,2.0
LY4CcXCEK4HMjtUpkTellg,Water Tower Kitchen,$$,Campbell,CA,95008,2.0
AdxCSS0l-tu93jeyTNxn7Q,Épernay Bistro,$$$,Los Gatos,CA,95030,3.0
5uc07F6ztscpuPTQdmUZsg,Sorelle Italian Bistro,$$,Campbell,CA,95008,2.0
6v-fQnkFQegoVLEZNwgrqg,Local Kitchens,$$,Los Gatos,CA,95032,2.0
dal_L87JAppV0PkG6Lthsg,Steamer's Grillhouse,$$$,Los Gatos,CA,95030,3.0
9BMO4VkH0Ce5bQdmJufVvg,Pear Street Bistro,$$,Pinole,CA,94564,2.0
rLtf2wSTai9sk60L_7qpTA,MOD Pizza,$$,Pinole,CA,94564,2.0
3kCW3PZsnRVmuyvomFPcxQ,Tina's Place,$$,Pinole,CA,94564,2.0
ztWzIgUKVntJsDWkGZv7lQ,Naan Stop Kabob,$$,Hercules,CA,94547,2.0
JfrWiEvAbfO2_py4yA-5hQ,Kinder's Meats Deli BBQ,$$,Hercules,CA,94547,2.0
1txGFfI7I2sETm2KRbE_SA,The Powder Keg Pub,$$,Hercules,CA,94547,2.0
0K8w3qJRiEyIolfABlbBUA,Sue’s Place,$$,Pinole,CA,94564,2.0
f7cHkRh0LjjnUU5H4BeglQ,Go Sushi,$$,Pinole,CA,94564,2.0
lUWsQx4bQsEzgJzxFQgcKg,Pizza Twist - Hercules,$$,Hercules,CA,94547,2.0
66PEGsfK70v5eX4ijMUiIA,Thai Spice,$$,Pinole,CA,94564,2.0
ZwbM89DqSRvTHo8PaEbm1g,The Original Red Onion,$$,Pinole,CA,94564,2.0
tuNCwkGQv6gpC5sUSCJ3XA,Pho Hoa Noodle Soup,$$,Pinole,CA,94564,2.0
Sw5UNs6xUvqLgahoFNKpWA,Lara’s Fine Dining,$$,Richmond,CA,94804,2.0
BPL5B9gu4iHLNbzaJVLAMQ,Butter Pecan Bakeshop,$$,Pinole,CA,94564,2.0
a1s4j6zX4XNpdzMb4huEpA,Sugar Toof,,Hercules,CA,94547,
gMYZvBjz8BHWah3_b01bPQ,Sweet Cravings,$,Hercules,CA,94547,1.0
k7plsOZuLFfFjUPE9UqZAw,Bull Valley Roadhouse,$$$,Port Costa,CA,94569,3.0
4fBDC0eBbryUA3FyNFDU6w,Que Onda Tacobar,$$,Pinole,CA,94564,2.0
p36MeprlsjNj221ZLZBNlA,King Valley Tea House,$$,Pinole,CA,94564,2.0
JCjlKOokUcGSNNNKQ5lbkQ,Thai Lao Restaurant,$$,Hercules,CA,94547,2.0
xeoO_VUGxOs425euDJQCFw,Sabor Latino 17,$$,Pinole,CA,94564,2.0
AXdBk9KKxqdD2HePkxejLg,The Original Mels - Pinole,$$,Pinole,CA,94564,2.0
PAls_zg57m-xM9__sa7uWQ,The New Deli,$,Pinole,CA,94564,1.0
45bi-V1sADPUaGTlytGfQQ,Won Thai Cuisine,$$,Hercules,CA,94547,2.0
2j8OWtn8_zKFYovK-7C-dA,Vegan N' Chicken,$$,El Sobrante,CA,94803,2.0
Zw9-rFsJSPN9jX-ee-LtyA,Anh's Kitchen,$$,Hercules,CA,94547,2.0
uW2y1L12tZMReZyIzXc2Ig,The Dead Fish,$$$,Crockett,CA,94525,3.0
hHpY6saBZqKiK4uYPYkHhg,Kyoto Ramen & Lilikoi,$$,Pinole,CA,94564,2.0
2Or1lcLIrHpbNfO31nU9WQ,Happy Chin Eating,,El Sobrante,CA,94803,
gRQi6pwEFgK3Kj-inGq9Rw,Leila by the Bay,$$,Hercules,CA,94547,2.0
dTLe7E2jWdrhK9uaT0aK5w,D's Giant Burgers,$,Rodeo,CA,94572,1.0
fwBj0rWznE48cBVwbAF6iw,China Delights,$$,Pinole,CA,94564,2.0
n9VCOmkE4xhXjOz-mAQM5w,Fire Wings Pinole,$$,Pinole,CA,94564,2.0
lk-7G4-gKFAIc0lPPnMIxA,Ichika Izakaya,$$$,San Bruno ,CA,94066,3.0
asPtPsNNV5-TnFCu2bwAWQ,JC Bruno Restaurant,,San Bruno,CA,94066,
yMnXs2PuF5mtHBLwQZb23A,Amami Sushi Bistro,,San Bruno,CA,94066,
r3AF0u9tTQPldPmeXyN3rQ,K. Grill & Tofu House,$$,San Bruno,CA,94066,2.0
EQhq6_KfU-QhwrsDZXaykw,Atlas Pizza Parlor,$$,San Bruno,CA,94066,2.0
FZM5kbrd6iFYf3Rp8OhxGQ,Lotus Falafel and Shawerma-San Bruno,$$,San Bruno,CA,94006,2.0
MNsB9Tn1DQpZzP1Q1Vit1g,Gintei,$$$$,San Bruno,CA,94066,4.0
zsBCkBlCp-anXtyC5NcNTg,Boiling BeiJing,$$,San Bruno,CA,94066,2.0
W3I4ZfyUaG2zVjBpujkfcA,Aqua Club Dessert & Beverage,$$,San Bruno,CA,94066,2.0
L7cdyWU_h8uEYKx7yCKmeQ,Hana Hawaiian Barbeque,$$,San Bruno,CA,94066,2.0
mpLeT6vG8CkxbdFLwFlpsw,Amami Sushi,$$,San Bruno,CA,94066,2.0
LEmv5brWkR8zx0EdeuGGIg,Big Mouth Burgers,$$,San Bruno,CA,94066,2.0
zeAyrFZhpT2WUH6S92bmBA,Toto's Pizzeria & Restaurant - San Bruno,$$,San Bruno,CA,94066,2.0
rc5_TYGxU1A_PJYpA1Pjtg,SAJJ Mediterranean,$$,San Bruno,CA,94066,2.0
WRJKLOZoxgGwBbF2chlP-A,Naan Point,$$,San Bruno,CA,94066,2.0
R6-KD8GqziSGDAs9W1mbDg,Pho de Nguyen,$$,San Bruno,CA,94066,2.0
QUjNY3ekaWbcSx5fhE6DTg,Dumpling Era,$$,San Bruno,CA,94066,2.0
CKCDW5Fza5XpDy06EY64YA,Hashes & Brews,$$,San Bruno,CA,94066,2.0
xRQXBu7ZYmA0PN2FKnZ2ow,A One Kitchen & Bar,$$,San Bruno,CA,94066,2.0
_1OaWo3MedRq-FfJVZmOqQ,Moonraker Restaurant,$$$,Pacifica,CA,94044,3.0
1GVw7YpvOTYutoJESXm-Qw,White Elephant Restaurant,$$,South San Francisco,CA,94080,2.0
uS-h7DY6xRgyzid78SL-FQ,Love Burn,$$,South San Francisco,CA,94080,2.0
r6cXJBj81hqfIsx65YgBcw,Thai Nakorn,$$,San Bruno,CA,94066,2.0
KCvg--UhaPEwCCOjoPpocg,Mykonos Meze,$$,Burlingame,CA,94010,2.0
uKlzDG1-3pbUFVe_v30jmw,Flights Restaurant And Bar,$$,Burlingame,CA,94010,2.0
6LgVPqC6HFU_q0KrIW1B1Q,Ben Tre Vietnamese Homestyle Cuisine,$$,South San Francisco,CA,94080,2.0
8dPFvqiYz4ZJUY4DZqZo1Q,Hidden Spot - South San Francisco,$$,South San Francisco,CA,94080,2.0
neeVN61U06-dPq2vD1P46w,Taqueria Mi Durango,$$,San Bruno,CA,94066,2.0
MAPTAZ4GbS3NSOjZiPQQVw,Minari,$$,San Bruno,CA,94066,2.0
h_C5pCDk93d59frlPi3LZw,Ristorante Buon Gusto,$$,South San Francisco,CA,94080,2.0
hNfCIM-CcN-lnIdKRQi5tw,Isla Restaurant,$$,San Bruno,CA,94066,2.0
ZUFDorFZqeGyJijJTj_voQ,Aji Ichi Japanese Restaurant,$$,San Bruno,CA,94066,2.0
n66TYaSVevq3nJm_NKE-Ww,Bourbon Pub SFO,$$,San Francisco,CA,94128,2.0
YER_XXjTs0Ct3BGep_0P4w,Mariscos El Pariente,$,San Bruno,CA,94066,1.0
2cwBLrEr0wHhBr1ItylV2w,Roma Deli,$$,San Bruno,CA,94066,2.0
MpwQAOTvW4MLE_smNHZxxw,Earl Spicy,$$,Millbrae,CA,94030,2.0
KcI1xebr9XqeeZDdIKN8rw,Tasty Place,$$,Millbrae,CA,94030,2.0
IdxPbp0WPdmBhYysGRhxCQ,Nick's Seashore Restaurant,$$,Pacifica,CA,94044,2.0
WEXil_zzH96bBHYPGgz2sA,Curry Hyuga,$$,Burlingame,CA,94010,2.0
FMGNn9O4yU3HeM2UQ7aM0w,BJ's Restaurant & Brewhouse,$$,San Bruno,CA,94066,2.0
USntlB2f8sliq4Shc0VrHw,Patio Filipino,$$,San Bruno,CA,94066,2.0
uIfFxyC6PW3S80jEaw9wTw,Ayawaska Hilltop,$$,Novato,CA,94945,2.0
UWhU6UPNpraGSJjiPsuTGQ,Grazie Restaurant,$$,Novato,CA,94945,2.0
0V5gzeGKeNoxSfAuJuBvOg,Masa's Sushi and Appetizer,$$$,Novato,CA,94945,3.0
fJEu5Cjge1n16BWAirk38w,Chianti Cucina,$$,Novato,CA,94945,2.0
9gPayefpYNpoibu_Q7JD7g,Le Col Rouge,$$,Novato,CA,94947,2.0
kcBDcqoMnmDFNA2OeOI8bA,The Village Pizzeria,$$,Novato,CA,94945,2.0
lMSDoF7f_1pcVfzIk5q0dg,Aurora Ristorante Italiano,$$,Novato,CA,94949,2.0
QkdsQRCVtlQql-g-G6GpNg,HopMonk Tavern - Novato,$$,Novato,CA,94945,2.0
KPoKHPoqagn8eA-lGResuQ,El Rey Mexican Bar and Grill,$$,Novato,CA,94947,2.0
PhfpPU6FyfRyuUcDBDRoQQ,Mamita Cocina Mexicana,,Novato,CA,94949,
KIUsi3q2GxrMyNf3peUrsA,Beso Bistro And Wine Bar,$$,Novato,CA,94949,2.0
zZDC_fErZBVe7jRlvromDw,Carmen's La Hacienda Restaurant,$$,Novato,CA,94945,2.0
iV_uClZx8kSnPetIJUpYPg,Chao Praya,$$,Novato,CA,94947,2.0
HLs60dhDB_GxCkRCG5s5lg,Cocina Antigua,$$,Novato,CA,94945,2.0
ks_2w1GG3kc3lc4mbeb9QA,Batika India Bistro,$$,Novato,CA,94945,2.0
461g_eFT-QaoBKjc_HWHVA,Sushiholic,$$,Novato,CA,94998,2.0
CBQyKcfKwoXZ3KhMvHaobw,Little Goan Indian Cafe,$$,Novato,CA,94947,2.0
BDMN53C95xG_ELwgMqub6A,Sam's Place,$$,Novato,CA,94947,2.0
R-U1_7DhX-epw8X-sCeztQ,Tommy's Salsa!,$$,Novato,CA,94947,2.0
pTRnezU3aVLnJS2u_UohXg,Creekside Bakery,$$,Novato,CA,94945,2.0
GydB9ZtTN75ReUGKSq6v-Q,Active Culture,$$,Novato,CA,94947,2.0
Qf0R1i3rYYjeBcmSUOXrOA,Sushi Tri,$$,Novato,CA,94949,2.0
HyvJv1PiYdiBt0nr-_oJ-w,Finnegan's Marin,$$,Novato,CA,94945,2.0
rfa-z17A7nAkPf2EgY4LBQ,Nick The Greek,$$,Novato,CA,94945,2.0
R6U5-_0N6HE58NuNnuZDrw,Blue Barn Gourmet,$$,Novato,CA,94945,2.0
_MCAiJVn3MyhkJjTgtFxJA,Bacon,$$,Novato,CA,94945,2.0
oMlxpjYNPLGV-qAG1mqwPQ,Sol Food,$$,San Rafael,CA,94901,2.0
kdh_Qhga4vf9GAVVyjFUxQ,Matsuyama,$$,Novato,CA,94945,2.0
Uf2fPLbPU5Xfr0cGyA40dA,Ming Yen,$$,Novato,CA,94945,2.0
v1N0_tIa4U1srfqgbJSDgQ,Super Duper Burgers,$$,Novato,CA,94949,2.0
V04as2cl_UFexTNX9RwNBQ,Taki Japanese Restaurant,$$,Novato,CA,94949,2.0
H2j4yPKCXCaS4uG-NzlbKg,Pearl Novato,$$,Novato,CA,94947,2.0
YT_0Dibt0wkGHKIIXypTrQ,The Speakeasy,$$,Novato,CA,94949,2.0
XRRk7dqaWFcFrBwZInhYkg,Madcap,$$$$,San Anselmo,CA,94960,4.0
o672i_9RCpKvbmNiejeGEA,The Boardroom Novato,$$,Novato,CA,94949,2.0
foGojBnrK8Ih308hme2e3w,Local Kitchens,$$,Novato,CA,94945,2.0
clwxCGMJzTcw0VME8RivOw,Restaurant Picco,$$$,Larkspur,CA,94939,3.0
w-5EJzd-SeWi6Y3qQKyYhQ,Marvin's Breakfast Club,$$,Novato,CA,94945,2.0
Bnd2RfOk2_42GSrRGBaOGg,Dragon Cafe,$$,Novato,CA,94949,2.0
KhHXlG1YYCFEgXzpDFU0Bg,Barefoot Cafe,$$,Fairfax,CA,94930,2.0
b0f7PiV9j1KKwcE-byH9zA,Italian Delite,$,Novato,CA,94945,1.0
tpZJb13luDMUwU3VuRAL-A,Guesthouse,$$,Kentfield,CA,94904,2.0
OyXaIhABVM3bwo6h66ELDg,Toast - Novato,$$,Novato,CA,94949,2.0
JPgxyt2m6jbvAkiPUIA7Zw,Flour Chylde Bakery,$$,Novato,CA,94945,2.0
gT4WJe1KvOKns6fRfSuedA,Trattoria Ghiringhelli Grill & Bar,$$,Novato,CA,94947,2.0
wvi60vrn0VM1xpgWCFAbQw,Morimoto Napa,$$$$,Napa,CA,94559,4.0
o3m9Kdg3hNT7wW1__lHOSw,Napkins Bar & Grill,$$,Napa,CA,94559,2.0
azC9-fpssyHOxE9QP79sIg,Ristorante Allegria,$$,Napa,CA,94559,2.0
fnOnlhJJi6wgP7fRN09n7A,Hog Island Oyster Co,$$,Napa,CA,94559,2.0
Lr3J-6TDbIWksw1kCollsg,Celadon,$$$,Napa,CA,94559,3.0
pkL94b7AEsJNvq0SrZb8_w,ZuZu,$$,Napa,CA,94559,2.0
uXjcp2M7fW7k5vOsDQKkSA,Carpe Diem Restaurant & Bar,$$,Napa,CA,94559,2.0
5BqCuh1Gy7XzZoZ5DIHagw,Grace's Table,$$,Napa,CA,94559,2.0
p4Uu9RzYtDvRkm0HhAmVrg,Cole's Chop House,$$$,Napa,CA,94559,3.0
eMOscRvVqM2wvymrSig_dQ,Cordeiro's Steakhouse,$$$,Napa,CA,94558,3.0
lGLweu8FRn-e0TdMWEWQng,Galpao Gaucho Brazilian Steakhouse,$$$,Napa,CA,94558,3.0
7J9arBY_k-AOSsqIm3FwVg,Hop Creek,$$,Napa,CA,94558,2.0
NlW9p-Y22mq7fB1acqRmSA,TORC,$$$,Napa,CA,94559,3.0
NJNTadzLju3HJsHg1ZMcPw,Mustards Grill,$$$,Napa,CA,94558,3.0
2uT3Wsw7yagOHlqblVOm3A,Oenotri,$$$,Napa,CA,94559,3.0
jrZypxhiVsJvAvenJCfW-Q,Pasta Prego,$$$,Napa,CA,94559,3.0
xjNZeD0_x__ITsE-VuFQog,Tarla Mediterranean Bar + Grill,$$,Napa,CA,94559,2.0
CFG2cve1LqmYl391w6wWSw,Napa Valley Bistro,$$,Napa,CA,94559,2.0
4yKNDUi5AZXVCqXyo3PRxA,Napa Valley Wine Train,$$$$,Napa,CA,94559,4.0
0rCfyKlpS0odI0wm0r0JrA,NapaSport Steak House,$$,Napa,CA,94559,2.0
Hd88iZSlnkIzTzKLwYD8cA,Bistro Don Giovanni,$$$,Napa,CA,94558,3.0
dGL1pA8TPMU753mzJQOtrQ,La Cheve Bakery and Brews,$$,Napa,CA,94559,2.0
wRmFD-WLajxNGxqhHjo0ZA,Bounty Hunter Wine Bar & Smokin' BBQ,$$,Napa,CA,94559,2.0
lEB2fAEWhwKTp5BQOjPFiA,Gott's Roadside,$$,Napa,CA,94559,2.0
HhXZB7L-aY7rXqGzrp7TDA,Kitchen Door,$$,Napa,CA,94559,2.0
TdPqxGuTzyBHahenWgfiZQ,AVOW,$$$,Napa,CA,94559,3.0
CT0RESJF8TKaXUKFg44g8A,Fumé Bistro & Bar,$$,Napa,CA,94558,2.0
7n5TdGZFRgmrmbswxQg61g,La Taberna,$$,Napa,CA,94559,2.0
UY8NURcfyhrJnYAu68p27Q,Napa Palisades Saloon,$$,Napa,CA,94559,2.0
7sUBkiTusI1IEsHx9oTq5A,Empress M,$$,Napa,CA,94559,2.0
kqLHYVK2HcgsfffH-B9FVQ,Don Perico Mexican Restaurant,$$,Napa,CA,94559,2.0
dTWGt2TeF5A2T4opu-ypnw,Norman Rose Tavern,$$,Napa,CA,94559,2.0
r06aRVH6fxJCuNrahD4ZSg,Scala Osteria,$$$,Napa,CA,94559,3.0
uMrF_HU5UdtnA5vDytfchQ,Osha Thai Napa,$$$,Napa,CA,94559,3.0
7SHk6Ur2TlN9a8B8TK328Q,Napa Valley Distillery,$$,Napa,CA,94559,2.0
FgoDpNVLlnTF1BoYG6Wt5A,Filippi's Pizza Grotto,$$,Napa,CA,94559,2.0
Ht0niTEmjKtPriSQPm3l6Q,Yak & Yeti,$$,Napa,CA,94558,2.0
Uc3bbPMuKFcX0MT4vh6GcA,C CASA - Napa,$$,Napa,CA,94559,2.0
7Hyf9cUyiYWkmhhQ0_AWqA,Heritage Eats,$$,Napa,CA,94558,2.0
HCCDyjEPnjvGI8IkGj-f_g,Kenzo Napa,$$$$,Napa,CA,94559,4.0
IfrL2aZ9bSexzQ6z37Cy-w,Red Rock Cafe & Back Door BBQ,$$,Napa,CA,94558,2.0
UmIfa2x4OuvpsmHP82dSOw,Azzurro Pizzeria,$$,Napa,CA,94559,2.0
eGmIIAGBSZGF-HvwGmMy9Q,Napa General Store,$$,Napa,CA,94559,2.0
YH4nlgaYQmPBh_8OKSVmOA,Angele Restaurant & Bar,$$$,Napa,CA,94559,3.0
5jQ8doasolT0xPY8AU1wsQ,The Q Restaurant & Bar,$$,Napa,CA,94559,2.0
z8dGbLnqItxuy8bEZnm7Xg,Small World Restaurant,$$,Napa,CA,94559,2.0
HVLkny9QT6LHgXPeNktiRg,The Waterfront Seafood Grill,,Napa,CA,94559,
vhfPni9pci29SEHrN1OtRg,Ramen Nagi,$$,Palo Alto,CA,94301,2.0
BkwTtLkb0MImKsZ8H1nCAg,Back A Yard Caribbean American Grill,$$,Menlo Park,CA,94025,2.0
iKJ8LTC61-QsLTLi1Cte1w,Farmhouse Kitchen Thai Cuisine,$$,Menlo Park,CA,94025,2.0
lj_i7YQw7MPgLkuseruWdQ,Telefèric Barcelona -Palo Alto,$$$,Palo Alto,CA,94301,3.0
YwsB7CTQF082PLtqF3wjCQ,Ettan,$$$,Palo Alto,CA,94301,3.0
qD3nKDbli6uwkuouHAsDRQ,Sweet Maple,$$,Palo Alto,CA,94301,2.0
wPKE3HvLo797DEveV7Ozbg,Bird Dog,$$$,Palo Alto,CA,94301,3.0
d_IBp5wNVn5wDlNkblAL8w,Fleming’s Prime Steakhouse & Wine Bar,$$$$,Palo Alto,CA,94304,4.0
4EgB1AHT7bbyMkb70deaDQ,Son & Garden,,Menlo Park,CA,94025,
CVMK_rAUl0fo2JZp7lqa3g,Vesta,$$,Redwood City,CA,94063,2.0
EU34WleZFi4_hwKqv1T5dg,Arya Steakhouse,$$,Palo Alto,CA,94301,2.0
T7EzfBA_AC3ys-S1McYsKA,True Food Kitchen,$$,Palo Alto,CA,94304,2.0
_mkNOTiQ-kbc1kJHo9RoVA,Tamarine Restaurant,$$$,Palo Alto,CA,94301,3.0
clV0aKY87pWK5sykEu6T6w,Oak + Violet,,Menlo Park,CA,94025,
KyU7XWDPclmZ3BpdIsd_0Q,Oren's Hummus,$$,Palo Alto,CA,94301,2.0
0k58IxlG1h3FYJN_T9mLGw,Camper,$$$,Menlo Park,CA,94025,3.0
0WDM3JlNBvk2MeOTlu03mg,Coconuts Caribbean Restaurant & Bar,$$,Palo Alto,CA,94301,2.0
be1z3HdjBqntCpsk8ThpCQ,Ethel's Fancy,,Palo Alto,CA,94301,
-EMppAncnOot2p839R3X2g,Zola + BarZola,$$$,Palo Alto,CA,94301,3.0
jwaXc3VVGDFQu1aCoiXwdw,NOLA Restaurant & Bar,$$,Palo Alto,CA,94301,2.0
hlbaFJAuSiKYVlCD-0jzlw,La Stanza Cucina Italiana,$$,Menlo Park,CA,94025,2.0
ZzKhW3E6XcwSHfHbFnfZ9g,Bevri - Palo Alto,$$$,Palo Alto,CA,94301,3.0
VTa5Ykxhhg4xGECrv0nq5w,Flea Street,$$$$,Menlo Park,CA,94025,4.0
vZZLw9vs8A11cYAxp8k6Xw,Vino Locale,$$,Palo Alto,CA,94301,2.0
QW9lHtYm2T8iIP8YkpBw-Q,Vina Enoteca,$$$,Palo Alto,CA,94305,3.0
NX8VYnWFQ2ZY-H0HwvfPTw,Wildseed,,Palo Alto,CA,94301,
Te2mauJJL9dD8eQl4L5b-g,La Viga Seafood & Cocina Mexicana,$$,Redwood City,CA,94063,2.0
6i3eOYhboqTPEHThTOxgfg,The Refuge,$$,Menlo Park,CA,94025,2.0
OOdQlU7rBxax_eG2cUD2sA,San Agus Cocina Urbana & Cocktails,$$,Palo Alto,CA,94301,2.0
njVrdjtYX6EwsuCo1Qbp6A,Saint Michael's Alley,$$$,Palo Alto,CA,94301,3.0
BJhWbsmZBrPXfBStk-nuHA,Sultana Mediterranean,$$,Menlo Park,CA,94025,2.0
pi9MMjHWtVxC9eTnMk7e_w,Crepevine Restaurants,$$,Palo Alto,CA,94301,2.0
pOmCDrTKrl3SnsWT4MLMGw,Kyosho,$$$,Menlo Park,CA,94025,3.0
StDaVYW5FujmJj5Qe4IINQ,Sundance The Steakhouse,$$$,Palo Alto,CA,94306,3.0
qkd1bKZIXTuoiErTIAmLaw,ROMA,,Menlo Park,CA,94025,
XNRTfjoydNkr72We4FW9Zw,Killiney Kopitiam,$$,Palo Alto,CA,94301,2.0
gYZbQe-zYyMpd9z1ud0T0w,La Bodeguita Del Medio,$$$,Palo Alto,CA,94306,3.0
OffLCgxDrOE9t2OfIb9Svw,Galata Bistro,$$,Menlo Park,CA,94025,2.0
GYkUK0I_k5BBqFWVuMUvUA,LV Mar Tapas & Cocktails,$$,Redwood City,CA,94063,2.0
-wRs_CFwYZwtdLR22G9uNw,The Melt,$$,Palo Alto,CA,94304,2.0
fI4WfPv44WvmpvaQlJciUw,Cook's Seafood Restaurant & Market,$$,Menlo Park,CA,94025,2.0
pLqiFFz1JScp8wMMyXcx-w,Terún,$$,Palo Alto,CA,94306,2.0
pTFL-p-gqlHhUIpxAmu57Q,Curry Pizza House Palo Alto & Bar,$$,Palo Alto,CA,94301,2.0
rv7A5iaj4C-eIAe-j7av0A,Selby's,$$$$,Redwood City,CA,94061,4.0
-X_yv6nSurDp-5V5iEC2tQ,Mama Coco,$$,Menlo Park,CA,94025,2.0
M8yO9-nJpVL7XGqWy3BkBQ,Jeffrey's Hamburgers,$$,Menlo Park,CA,94025,2.0
Tuq1Ht5QoISVViAlAnyrZg,Cafe Borrone,$$,Menlo Park,CA,94025,2.0
-T8ZcfgTxXiOx-8jcu6uJw,Angelicas,$$,Redwood City,CA,94063,2.0
ckOXxP9yhPPEnJ7DNdyKrA,Iron Horse Tavern,$$,Sacramento,CA,95811,2.0
wR_1qgyFgbRq1abxnNBO_A,Kru Contemporary Japanese Cuisine,$$,Sacramento,CA,95816,2.0
